index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
4320	main-news	headlines	2013	713	none	none	armenians vote in parliamentary elections	armenia's parliamentary vote a test for president	3.2
4321	main-news	headlines	2013	717	none	none	sachin tendulkar is sworn in as indian senator	mp sachin tendulkar says no to govt bungalow	1.6
4322	main-news	headlines	2013	719	none	none	navy jet crashes into apartment building	u.s. navy jet crashes into virginia apartment buildings	3.6
4323	main-news	headlines	2013	720	none	none	romney wins big in puerto rico primary	romney wins illinois primary	1.5
4324	main-news	headlines	2013	721	none	none	yahoo! to name google's mayer as ceo: report	yahoo names google exec mayer as ceo	4.2
4325	main-news	headlines	2013	722	none	none	us soldier accused of afghan massacre hires prominent criminal lawyer	us soldier accused of killing afghan civilians identified	2
4326	main-news	headlines	2013	723	none	none	6.0-magnitude quake hits northern italy: usgs	5.9-magnitude quake hits sunda strait, indonesia: usgs	1.6
4327	main-news	headlines	2013	724	none	none	us gov't officially designates haqqani network as terrorists	us designates haqqani network as terrorists	4.4
4328	main-news	headlines	2013	725	none	none	motor racing: button fastest in year's first f1 practice	button boasts best time after first practice	3
4329	main-news	headlines	2013	726	none	none	rangers voted into division three	rangers voted into third division	4.8
4330	main-news	headlines	2013	728	none	none	newark mayor saves neighbor from fire	newark mayor rescues neighbor from burning house	4.2
4331	main-news	headlines	2013	730	none	none	f1 protests in bahrain	a day of rage in bahrain	2.25
4332	main-news	headlines	2013	731	none	none	new york stock exchange to reopen wednesday	dealbook: stock exchanges prepare to open	3
4333	main-news	headlines	2013	733	none	none	homs mortar fire kills 105	homs offensive kills 200	2.6
4334	main-news	headlines	2013	734	none	none	hundreds honor student killed in ohio shooting	funeral set for ohio shooting victim	2
4335	main-news	headlines	2013	735	none	none	bombs in southern thailand kill 5, wound 50	bombs in thailand kill 14, wound 340	3
4336	main-news	headlines	2013	736	none	none	us lawmakers take next step on new iran sanctions	somalia lawmakers to vote for new president	0.2
4337	main-news	headlines	2013	737	none	none	barack obama admits us has 'more nuclear weapons than we need'	french gunman wants to 'die with weapons in hands'	0.4
4338	main-news	headlines	2013	738	none	none	2 rockets hit in the eshkol region; no injuries	10 rockets in 20 minutes in eshkol regional council	1.8
4339	main-news	headlines	2013	739	none	none	'betrayed' disabled workers protest against remploy closures	may day marked by protests against austerity cuts	0.6
4340	main-news	headlines	2013	740	none	none	dr congo rebels kill park rangers	rebels kill two park rangers in eastern congo	4
4341	main-news	headlines	2013	741	none	none	nine pakistani troops killed in militant ambush	trade: pakistan, india agree to take it a step ahead	0.8
4342	main-news	headlines	2013	742	none	none	74 dead in egypt soccer violence	at least 73 die in egyptian soccer pitch invasion	3.2
4343	main-news	headlines	2013	743	none	none	unrest in tense nigeria leaves at least 95 dead	southwest china quakes kill at least 50	0.2
4344	main-news	headlines	2013	744	none	none	hurricane sandy makes landfall in southeastern jamaica: nhc	hurricane sandy reaches jamaica	3
4345	main-news	headlines	2013	746	none	none	remarks with prime minister elkeib after their meeting	remarks with foreign minister koichiro gemba	1.5
4346	main-news	headlines	2013	749	none	none	barrick in talks with china firm over african assets	obama aide holds talks in china after syria veto	1.2
4347	main-news	headlines	2014	0	none	none	mall attackers used 'less is more' strategy	in kenya, attackers used 'less is more' strategy	3
4348	main-news	headlines	2014	2	none	none	weak earnings drag stocks lower	weak earnings drag stocks lower on wall street	3.8
4349	main-news	headlines	2014	3	none	none	6.8 quake strikes off solomon islands	magnitude 6.3 quake strikes off solomon islands: usgs	3.2
4350	main-news	headlines	2014	4	none	none	liquid ammonia leak kills 15 in shanghai	liquid ammonia leak kills at least 15 in shanghai	4.6
4351	main-news	headlines	2014	5	none	none	friends of syria recognizes opposition coalition as legitimate representative of syrian people	u.s., friends of syria recognise opposition as sole representative	4
4352	main-news	headlines	2014	6	none	none	weiner stays in nyc mayor's race amid new sexting scandal	weiner shrugs off latest online sex scandal	3
4353	main-news	headlines	2014	7	none	none	death toll rises in russia plane crash	death toll rises to 39 in italy coach crash	0
4354	main-news	headlines	2014	8	none	none	indian media: commonwealth summit	indian pm snubs commonwealth summit	2.8
4355	main-news	headlines	2014	11	none	none	syria military police chief defects to opposition	syria military police chief defects to rebels	5
4356	main-news	headlines	2014	12	none	none	boeing 787 dreamliner catches fire; stock takes a beating	boeing stock tumbles after fire on 787 dreamliner	4.6
4357	main-news	headlines	2014	13	none	none	yvette cooper backs gay marriage bill	white house backs gay marriage	2.6
4358	main-news	headlines	2014	14	none	none	five killed in belgian coach crash	teenagers among 5 dead in belgian bus crash	3.8
4359	main-news	headlines	2014	15	none	none	gunmen abduct seven foreign workers in nigeria	seven foreign workers kidnapped in nigeria	3.4
4360	main-news	headlines	2014	16	none	none	swiss tourist 'gang-raped' in india	swiss tourist gang raped in india, say police	5
4361	main-news	headlines	2014	17	none	none	palestinians clash with israeli forces in west bank, jerusalem	palestinians clash with security forces in w. bank	4.2
4362	main-news	headlines	2014	18	none	none	israel planes strike inside syria	israel launches airstrike into syria	4.6
4363	main-news	headlines	2014	19	none	none	iranians vote in presidential election	keita wins mali presidential election	0.4
4364	main-news	headlines	2014	20	none	none	100 killed in new darfur tribal clashes	'9 dead' in new darfur tribal clash	2.8
4365	main-news	headlines	2014	21	none	none	protest against us drone strikes in pak postponed	6 killed in u.s. drone strike in nw pakistan	1.4
4366	main-news	headlines	2014	22	none	none	12 killed in bus accident in pakistan	10 killed in road accident in nw pakistan	3.2
4367	main-news	headlines	2014	23	none	none	carney sets high bar to change at boe	carney sets high bar to changes at bank of england	5
4368	main-news	headlines	2014	24	none	none	8 arrested after deadly bangladesh building collapse	four arrested as bangladesh building toll rises to 352	2.4
4369	main-news	headlines	2014	25	none	none	suicide bomber kills 3 at us base in afghanistan	suicide bombers attack us base in afghanistan	2.8
4370	main-news	headlines	2014	26	none	none	afghans flock to colleges, even as taliban loom	afghan district governor defects to taliban	0.6
4371	main-news	headlines	2014	27	none	none	north korea postpones family reunions with south	north korea 'postpones' family unions with south korea	5
4372	main-news	headlines	2014	28	none	none	apple revenue misses again, iphone disappoints	u.s. trade agency rules for samsung, bans iphone 4 imports	0.6
4373	main-news	headlines	2014	29	none	none	gunmen kill 10 foreign tourists in northern pakistan	gunmen kill 11 foreign climbers in pakistan	3.4
4374	main-news	headlines	2014	30	none	none	david beckham announces retirement from soccer	david beckham retires from football	4.4
4375	main-news	headlines	2014	31	none	none	matt smith to leave doctor who after 4 years	matt smith quits bbc’s doctor who	4
4376	main-news	headlines	2014	32	none	none	generations divided over gay marriage	g20 summit ends divided over syria	0
4377	main-news	headlines	2014	33	none	none	23 killed in iraq car bombings	10 killed in iraq bomb attack	1.6
4378	main-news	headlines	2014	34	none	none	man who set himself on fire on national mall dies of injuries	man 'who set himself ablaze' on national mall dies	5
4379	main-news	headlines	2014	35	none	none	taliban attacks kill 17 civilians in afghanistan	series of attacks kill 10 police in afghanistan	1.4
4380	main-news	headlines	2014	37	none	none	egypt minister survives assassination attempt	syrian prime minister 'survives assassination attempt'	1.6
4381	main-news	headlines	2014	40	none	none	ex-first lady barbara bush leaves texas hospital	former first lady barbara bush leaves hospital	4.6
4382	main-news	headlines	2014	42	none	none	schumacher in a coma after ski accident	michael schumacher still in a coma fighting for his life following skiing accident	4
4383	main-news	headlines	2014	43	none	none	11 killed in chinese police station attack	eleven killed in china police station attack	5
4384	main-news	headlines	2014	45	none	none	bradley cooper and jj abrams in talks about filming a lance armstrong biopic	bradley cooper in talks to play lance armstrong in biopic	4
4385	main-news	headlines	2014	46	none	none	boeing airliner crashes in russia, 50 killed	boeing airliner crashes in russian city of kazan, 50 killed	3.8
4386	main-news	headlines	2014	47	none	none	eu ministers 'determined' to resolve horsemeat scandal	eu ministers hold crisis talks over horse meat scandal	4.4
4387	main-news	headlines	2014	49	none	none	thai opposition party to boycott general election	thai opposition announces election boycott	4.8
4388	main-news	headlines	2014	50	none	none	bangladesh building collapse death toll hits 540: army	bangladesh building collapse death toll passes 1,000	2.6
4389	main-news	headlines	2014	52	none	none	jagan reddy shifted to hospital, power crisis continues in seemandhra	telangana: jagan to spend thursday in hospital; blackout continues in seemandhra	4.2
4390	main-news	headlines	2014	54	none	none	central african republic president overthrown by rebels	central african republic president, pm stepping down	2.6
4391	main-news	headlines	2014	55	none	none	brazil tied 2-2 by england as maracana re-opens	brazil held by england 2-2 as maracana re-opens	5
4392	main-news	headlines	2014	57	none	none	california wildfire: 1,900 on the lines as firefighters labor to limit damage (+video)	california wildfire grows but officials say fire crews making progress	3.8
4393	main-news	headlines	2014	58	none	none	george w. bush warns against bitter immigration debate	george w bush weighs into immigration debate	3
4394	main-news	headlines	2014	59	none	none	mandela hospitalized, responding to treatment	mandela hospitalised after he stops talking	3.4
4395	main-news	headlines	2014	60	none	none	russia condemns north korean nuclear test	south korea confirms that north korea has conducted controversial third nuclear test	1.2
4396	main-news	headlines	2014	61	none	none	hundreds of bangladesh clothes factory workers ill	hundreds fall sick in bangladesh factory	4.4
